rank,zp_minmax,sim_mwh,dominant_mwh,heat_mwh,cool_mwh,i1,i2,i3,i4,i5
28646,0.207909171,391726.160,1884121.600,773802.073,1502045.686,1,6,10,15,18
28647,0.207910671,392087.227,1885844.653,775011.330,1502920.551,1,5,12,16,18
28648,0.207910925,392308.459,1886906.413,776174.541,1503040.331,1,5,10,17,18
28649,0.207912484,399893.781,1923375.515,839735.143,1483534.153,1,6,7,19,21
28650,0.207912510,391489.028,1882950.803,772711.515,1501728.316,1,6,12,16,18
28651,0.207912622,391710.038,1884012.785,773874.726,1501848.097,1,6,10,17,18
28652,0.207926887,392768.384,1888973.521,778391.461,1503350.444,1,5,10,13,18
28653,0.207929421,392171.236,1886078.619,776091.646,1502158.209,1,6,10,13,18
28654,0.207935924,392115.798,1885753.032,775033.880,1502834.950,1,5,14,16,18
28655,0.207937878,392219.678,1886234.885,775430.366,1503024.198,1,5,9,16,18
28656,0.207937884,391517.728,1882859.053,772734.065,1501642.716,1,6,14,16,18
28657,0.207939554,391621.161,1883341.353,773130.550,1501831.963,1,6,9,16,18
28658,0.207940354,392006.504,1885187.246,774434.188,1502759.562,1,5,15,16,18
28659,0.207942079,391408.054,1882293.647,772134.373,1501567.328,1,6,15,16,18
28660,0.207946012,391993.826,1885074.987,774506.840,1502561.973,1,5,16,17,18
28661,0.207947404,391394.843,1882181.920,772207.025,1501369.739,1,6,16,17,18
28662,0.207962857,392455.168,1887140.678,776723.760,1502872.086,1,5,13,16,18
28663,0.207964879,391857.130,1884246.666,774423.945,1501679.851,1,6,13,16,18
28664,0.207983831,392328.055,1886339.206,775989.842,1502677.419,1,5,10,16,18
28665,0.207985802,391729.886,1883445.326,773690.027,1501485.184,1,6,10,16,18
28666,0.208019512,522449.493,2511540.803,998057.105,2035933.191,0,1,6,8,18
28667,0.208033893,522746.918,2512796.882,999028.206,2036515.594,0,1,6,7,18
28668,0.208047866,523109.835,2514372.510,1000356.920,2037125.425,0,1,5,8,18
28669,0.208062110,523407.039,2515628.811,1001328.021,2037707.828,0,1,5,7,18
28670,0.208116004,390500.406,1876359.330,767624.213,1499235.524,1,8,11,12,18
28671,0.208125275,390782.429,1877630.811,768595.314,1499817.926,1,7,11,12,18
28672,0.208142350,390530.462,1876266.225,767646.763,1499149.923,1,8,11,14,18
28673,0.208142907,390632.238,1876750.181,768043.248,1499339.170,1,8,9,11,18
28674,0.208146119,390420.007,1875701.599,767047.071,1499074.535,1,8,11,15,18
28675,0.208150753,390405.676,1875590.992,767119.723,1498876.946,1,8,11,17,18
28676,0.208151780,390812.759,1877537.431,768617.864,1499732.326,1,7,11,14,18
28677,0.208152369,390914.589,1878021.333,769014.349,1499921.573,1,7,9,11,18
28678,0.208155742,390702.605,1876972.504,768018.171,1499656.938,1,7,11,15,18
28679,0.208160292,390688.147,1876862.025,768090.824,1499459.349,1,7,11,17,18
28680,0.208170777,390872.177,1877651.524,769336.643,1499187.059,1,8,11,13,18
28681,0.208179739,391153.786,1878923.419,770307.744,1499769.461,1,7,11,13,18
28682,0.208180684,390468.862,1875624.840,767159.014,1498934.689,1,8,12,14,18
28683,0.208183107,390573.552,1876105.884,767555.499,1499123.936,1,8,9,12,18
28684,0.208183140,521386.983,2504463.060,992763.966,2033086.076,0,1,7,8,18
28685,0.208185496,390360.008,1875058.614,766559.321,1498859.301,1,8,12,15,18
28686,0.208189069,390740.596,1876854.521,768602.725,1498992.392,1,8,10,11,18
28687,0.208189914,390345.335,1874948.350,766631.974,1498661.712,1,8,12,17,18
28688,0.208190059,390751.109,1876896.098,768130.115,1499517.091,1,7,12,14,18
28689,0.208192394,390855.668,1877377.271,768526.600,1499706.339,1,7,9,12,18
28690,0.208194665,390641.936,1876330.190,767530.422,1499441.704,1,7,12,15,18
28691,0.208197991,391022.156,1878126.464,769573.826,1499574.794,1,7,10,11,18
28692,0.208199294,390627.595,1876219.594,767603.075,1499244.114,1,7,12,17,18
28693,0.208207605,390600.727,1876015.658,767578.050,1499038.335,1,8,9,14,18
28694,0.208209530,390811.258,1877009.460,768848.894,1498971.824,1,8,12,13,18
28695,0.208210881,390388.538,1874967.035,766581.872,1498773.700,1,8,14,15,18
28696,0.208212468,390491.941,1875449.364,766978.357,1498962.948,1,8,9,15,18
28697,0.208214259,390372.250,1874858.386,766654.524,1498576.111,1,8,14,17,18
28698,0.208216169,390476.155,1875340.213,767051.009,1498765.358,1,8,9,17,18
28699,0.208217041,390883.101,1877286.788,768549.151,1499620.738,1,7,9,14,18
28700,0.208218420,391092.791,1878281.431,769819.995,1499554.227,1,7,12,13,18
28701,0.208219515,390264.066,1874291.489,766054.832,1498500.723,1,8,15,17,18
28702,0.208220429,390671.081,1876237.995,767552.973,1499356.103,1,7,14,15,18
28703,0.208222011,390774.481,1876720.327,767949.458,1499545.351,1,7,9,15,18
28704,0.208223706,390424.551,1875024.507,766935.025,1498514.033,1,8,11,16,18
28705,0.208223838,390654.842,1876129.297,767625.625,1499158.514,1,7,14,17,18
28706,0.208225749,390758.756,1876611.116,768022.110,1499347.761,1,7,9,17,18
28707,0.208228982,390681.442,1876210.691,768114.976,1498777.157,1,8,10,12,18
28708,0.208229022,390546.548,1875562.511,767025.932,1499083.126,1,7,15,17,18
28709,0.208233115,390706.891,1876295.671,767906.126,1499096.436,1,7,11,16,18
28710,0.208234839,390839.709,1876917.959,768871.444,1498886.224,1,8,13,14,18
28711,0.208235221,390941.251,1877402.150,769267.930,1499075.471,1,8,9,13,18
28712,0.208238019,390963.220,1877482.417,769086.077,1499359.560,1,7,10,12,18
28713,0.208239186,390730.112,1876352.476,768271.752,1498810.836,1,8,13,15,18
28714,0.208239261,541022.941,2598083.275,1067861.198,2071245.018,0,1,2,6,18
28715,0.208243970,391121.644,1878189.528,769842.545,1499468.626,1,7,13,14,18
28716,0.208243992,390716.042,1876241.609,768344.404,1498613.247,1,8,13,17,18
28717,0.208244173,391222.911,1878673.993,770239.031,1499657.874,1,7,9,13,18
28718,0.208248082,391011.683,1877624.409,769242.853,1499393.239,1,7,13,15,18
28719,0.208253128,390997.990,1877513.165,769315.505,1499195.649,1,7,13,17,18
28720,0.208253443,390708.559,1876120.525,768137.526,1498691.557,1,8,10,14,18
28721,0.208255302,390812.403,1876602.413,768534.012,1498880.804,1,8,9,10,18
28722,0.208259066,390600.931,1875553.072,767537.834,1498616.169,1,8,10,15,18
28723,0.208259267,541667.860,2600930.406,1070161.013,2072437.252,0,1,2,5,18
28724,0.208261918,390583.823,1875445.243,767610.486,1498418.580,1,8,10,17,18
28725,0.208262456,390990.324,1877392.263,769108.628,1499273.959,1,7,10,14,18
28726,0.208263123,390364.550,1874381.524,766447.275,1498298.799,1,8,12,16,18
28727,0.208264260,391094.088,1877874.232,769505.113,1499463.207,1,7,9,10,18
28728,0.208268161,390882.826,1876824.681,768508.935,1499198.572,1,7,10,15,18
28729,0.208271037,390865.757,1876716.813,768581.587,1499000.982,1,7,10,17,18
28730,0.208272067,398795.248,1914780.291,833470.903,1480104.636,1,7,8,19,21
28731,0.208272187,390646.392,1875653.186,767418.376,1498881.202,1,7,12,16,18
28732,0.208281466,391049.770,1877506.329,769827.406,1498728.692,1,8,10,13,18
28733,0.208283741,437830.796,2102088.207,979503.514,1560415.490,1,4,5,6,21
28734,0.208289496,390394.593,1874288.432,766469.826,1498213.199,1,8,14,16,18
28735,0.208289886,390496.169,1874772.588,766866.311,1498402.446,1,8,9,16,18
28736,0.208290144,391331.055,1878778.548,770798.508,1499311.095,1,7,10,13,18
28737,0.208292870,390283.452,1873724.492,765870.133,1498137.811,1,8,15,16,18
28738,0.208297506,390269.103,1873613.904,765942.786,1497940.222,1,8,16,17,18
28739,0.208298950,390677.067,1875559.462,767440.927,1498795.601,1,7,14,16,18
28740,0.208299333,390778.635,1876043.626,767837.412,1498984.849,1,7,9,16,18
28741,0.208302163,390565.676,1874995.772,766841.234,1498720.214,1,7,15,16,18
28742,0.208307040,390551.705,1874884.806,766913.887,1498522.624,1,7,16,17,18
28743,0.208317160,390735.246,1875674.794,768159.706,1498250.334,1,8,13,16,18
28744,0.208326095,391016.954,1876946.590,769130.807,1498832.737,1,7,13,16,18
28745,0.208336923,390605.821,1874875.634,767425.788,1498055.667,1,8,10,16,18
28746,0.208345945,390887.678,1876147.281,768396.889,1498638.070,1,7,10,16,18
28747,0.208394168,429809.488,2062483.285,1014323.458,1477969.315,1,2,5,6,21
28748,0.208411808,539722.059,2589690.401,1061596.959,2067815.501,0,1,2,8,18
28749,0.208423303,540014.633,2590951.330,1062568.060,2068397.904,0,1,2,7,18
28750,0.208644209,436784.325,2093440.922,973239.274,1556985.973,1,4,5,8,21
28751,0.208648393,437059.752,2094718.999,974210.375,1557568.376,1,4,5,7,21
28752,0.208665575,436218.460,2090514.737,970939.459,1555793.738,1,4,6,8,21
28753,0.208669776,436493.929,2091792.773,971910.560,1556376.141,1,4,6,7,21
28754,0.208798100,428824.266,2053774.751,1008059.218,1474539.798,1,2,5,8,21
28755,0.208799350,429094.731,2055057.789,1009030.319,1475122.201,1,2,5,7,21
28756,0.208819732,587907.168,2815381.293,1129191.774,2274096.686,0,1,3,4,21
28757,0.208831214,428277.258,2050829.709,1005759.403,1473347.564,1,2,6,8,21
28758,0.208832540,428547.884,2052112.587,1006730.504,1473929.967,1,2,6,7,21
28759,0.208873432,470081.595,2250557.147,1036042.013,1684596.729,1,2,3,11,21
28760,0.208909002,470026.332,2249909.426,1035554.264,1684381.495,1,2,3,12,21
28761,0.208927395,469933.000,2249264.628,1034977.122,1684220.506,1,2,3,15,21
28762,0.208928292,470152.564,2250305.877,1035973.300,1684485.141,1,2,3,9,21
28763,0.208930196,470054.880,2249817.828,1035576.814,1684295.894,1,2,3,14,21
28764,0.208938936,469932.879,2249139.812,1035049.774,1684022.917,1,2,3,17,21
28765,0.208957945,470405.019,2251194.705,1037266.694,1684333.029,1,2,3,13,21
28766,0.208968544,470264.250,2250406.889,1036532.776,1684138.362,1,2,3,10,21
28767,0.208997537,469947.232,2248577.848,1034865.076,1683660.004,1,2,3,16,21
28768,0.209023823,435430.564,2083162.380,965646.320,1552946.624,1,4,7,8,21
28769,0.209236558,427556.186,2043410.528,1000466.265,1470500.449,1,2,7,8,21
28770,0.209242406,454256.839,2170959.739,972502.159,1652714.419,1,3,6,11,21
28771,0.209243857,454863.697,2173844.930,974801.974,1653906.653,1,3,5,11,21
28772,0.209278575,454200.113,2170313.481,972014.410,1652499.185,1,3,6,12,21
28773,0.209280038,454807.079,2173198.565,974314.225,1653691.419,1,3,5,12,21
28774,0.209294935,454101.724,2169673.740,971437.268,1652338.196,1,3,6,15,21
28775,0.209296423,454708.774,2172558.740,973737.083,1653530.431,1,3,5,15,21
28776,0.209298388,454326.133,2170710.143,972433.446,1652602.831,1,3,6,9,21
28777,0.209299747,454227.198,2170223.346,972036.960,1652413.584,1,3,6,14,21
28778,0.209299908,454933.249,2173595.077,974733.261,1653795.066,1,3,5,9,21
28779,0.209301244,454834.275,2173108.319,974336.775,1653605.818,1,3,5,14,21
28780,0.209307887,454103.338,2169547.189,971509.920,1652140.607,1,3,6,17,21
28781,0.209309455,454710.561,2172432.016,973809.735,1653332.841,1,3,5,17,21
28782,0.209335401,454590.127,2171587.433,973726.840,1652450.720,1,3,6,13,21
28783,0.209336765,455197.051,2174472.559,976026.655,1653642.954,1,3,5,13,21
28784,0.209343996,454444.817,2170804.158,972992.922,1652256.052,1,3,6,10,21
28785,0.209345320,455051.689,2173689.336,975292.737,1653448.287,1,3,5,10,21
28786,0.209367487,454115.454,2168987.462,971325.222,1651777.694,1,3,6,16,21
28787,0.209368778,454722.321,2171872.645,973625.037,1652969.929,1,3,5,16,21
28788,0.209518614,453073.404,2162449.417,966237.920,1649284.902,1,3,8,11,21
28789,0.209526817,453357.185,2163719.140,967209.021,1649867.304,1,3,7,11,21
28790,0.209554903,453016.491,2161803.347,965750.170,1649069.667,1,3,8,12,21
28791,0.209563300,453300.651,2163072.690,966721.272,1649652.070,1,3,7,12,21
28792,0.209570946,452917.275,2161164.433,965173.028,1648908.679,1,3,8,15,21
28793,0.209574446,453141.980,2162200.540,966169.206,1649173.314,1,3,8,9,21
28794,0.209576080,453043.414,2161713.374,965772.721,1648984.067,1,3,8,14,21
28795,0.209579350,453201.460,2162433.751,966144.129,1649491.082,1,3,7,15,21
28796,0.209582661,453425.839,2163470.185,967140.307,1649755.717,1,3,7,9,21
28797,0.209584238,452919.375,2161037.395,965245.681,1648711.090,1,3,8,17,21
28798,0.209584412,453327.481,2162982.810,966743.822,1649566.470,1,3,7,14,21
28799,0.209592488,453203.299,2162306.975,966216.782,1649293.493,1,3,7,17,21
28800,0.209607313,463092.365,2209333.050,1025227.171,1647198.244,1,2,3,19,20
28801,0.209611850,453406.613,2163077.191,967462.601,1649021.202,1,3,8,13,21
28802,0.209620000,453690.399,2164346.908,968433.702,1649603.605,1,3,7,13,21
28803,0.209621152,453262.327,2162292.891,966728.683,1648826.535,1,3,8,10,21
28804,0.209629267,453546.057,2163562.665,967699.784,1649408.938,1,3,7,10,21
28805,0.209644397,452931.944,2160477.216,965060.982,1648348.177,1,3,8,16,21
28806,0.209652600,453215.843,2161746.821,966032.083,1648930.580,1,3,7,16,21
28807,0.209990001,414287.118,1972889.734,944519.364,1442657.488,1,5,6,8,21
28808,0.209991591,414559.317,1974171.039,945490.465,1443239.891,1,5,6,7,21
28809,0.210004206,447255.901,2129747.350,961687.317,1615315.934,1,3,6,19,20
28810,0.210005279,447863.861,2132631.440,963987.132,1616508.168,1,3,5,19,20
28811,0.210186527,505807.986,2406471.978,902345.907,2009934.058,0,1,6,11,18
28812,0.210209212,499802.002,2377640.819,1157402.589,1720040.232,1,2,3,4,20
28813,0.210209310,505731.185,2405845.796,901858.158,2009718.823,0,1,6,12,18
28814,0.210215230,505614.739,2405224.111,901281.015,2009557.835,0,1,6,15,18
28815,0.210229618,505621.631,2405092.283,901353.668,2009360.246,0,1,6,17,18
28816,0.210232241,505765.818,2405748.113,901880.708,2009633.223,0,1,6,14,18
28817,0.210236607,506514.190,2409257.824,904645.722,2011126.292,0,1,5,11,18
28818,0.210251623,505906.102,2406193.562,902277.193,2009822.470,0,1,6,9,18
28819,0.210258941,506436.521,2408632.510,904157.973,2010911.058,0,1,5,12,18
28820,0.210265464,506321.264,2408009.636,903580.831,2010750.069,0,1,5,15,18
28821,0.210271878,504293.509,2398292.698,896081.667,2006504.540,0,1,8,11,18
28822,0.210279980,506328.438,2407877.525,903653.483,2010552.480,0,1,5,17,18
28823,0.210282362,506472.177,2408533.803,904180.523,2010825.457,0,1,5,14,18
28824,0.210284038,505634.631,2404531.672,901168.970,2008997.333,0,1,6,16,18
28825,0.210290654,446075.653,2121233.842,955423.078,1611886.417,1,3,8,19,20
28826,0.210292183,519007.497,2468030.381,896268.075,2090769.803,0,1,4,20,21
28827,0.210293903,504607.082,2399532.629,897052.768,2007086.943,0,1,7,11,18
28828,0.210294493,504216.175,2397667.049,895593.918,2006289.306,0,1,8,12,18
28829,0.210298672,504096.199,2397048.895,895016.776,2006128.318,0,1,8,15,18
28830,0.210298955,446360.134,2122502.864,956394.179,1612468.820,1,3,7,19,20
28831,0.210300433,506040.100,2406272.262,902836.670,2009475.691,0,1,6,10,18
28832,0.210301485,506612.010,2408979.703,904577.008,2011014.705,0,1,5,9,18
28833,0.210304469,506209.476,2407031.470,903570.588,2009670.358,0,1,6,13,18
28834,0.210314197,504105.236,2396914.921,895089.428,2005930.729,0,1,8,17,18
28835,0.210316430,504529.586,2398907.142,896565.019,2006871.709,0,1,7,12,18
28836,0.210316808,504249.427,2397570.747,895616.469,2006203.706,0,1,8,14,18
28837,0.210320797,504409.974,2398288.624,895987.877,2006710.721,0,1,7,15,18
28838,0.210334613,506341.961,2407316.391,903468.785,2010189.568,0,1,5,16,18
28839,0.210336216,504418.816,2398154.845,896060.529,2006513.131,0,1,7,17,18
28840,0.210336441,504390.109,2398015.797,896012.954,2006392.953,0,1,8,9,18
28841,0.210338917,504563.199,2398810.479,896587.570,2006786.108,0,1,7,14,18
28842,0.210349707,506744.952,2409059.459,905136.485,2010667.926,0,1,5,10,18
28843,0.210353696,506914.274,2409818.722,905870.403,2010862.593,0,1,5,13,18
28844,0.210358502,504703.812,2399255.598,896984.055,2006975.356,0,1,7,9,18
28845,0.210368744,504118.080,2396354.466,894904.730,2005567.816,0,1,8,16,18
28846,0.210385847,504524.962,2398093.643,896572.431,2006046.174,0,1,8,10,18
28847,0.210390655,504695.896,2398851.294,897306.349,2006240.841,0,1,8,13,18
28848,0.210390922,504432.019,2397594.031,895875.831,2006150.219,0,1,7,16,18
28849,0.210407954,504838.810,2399333.298,897543.532,2006628.577,0,1,7,10,18
28850,0.210408350,413553.960,1965482.640,939226.226,1439810.374,1,5,7,8,21
28851,0.210412768,505009.773,2400090.921,898277.450,2006823.244,0,1,7,13,18
28852,0.210436458,408901.743,1943112.647,768298.369,1583716.021,1,4,11,20,21
28853,0.210440841,412999.608,1962544.942,936926.411,1438618.140,1,6,7,8,21
28854,0.210467911,408830.003,1942481.404,767810.620,1583500.786,1,4,12,20,21
28855,0.210480807,408722.349,1941850.927,767233.478,1583339.798,1,4,15,20,21
28856,0.210492629,408719.589,1941728.750,767306.130,1583142.209,1,4,17,20,21
28857,0.210493419,408961.825,1942872.264,768229.656,1583604.433,1,4,9,20,21
28858,0.210496809,408865.412,1942382.944,767833.171,1583415.186,1,4,14,20,21
28859,0.210549438,409250.235,1943725.137,769523.051,1583452.321,1,4,13,20,21
28860,0.210552571,409093.755,1942953.032,768789.133,1583257.654,1,4,10,20,21
28861,0.210562230,408735.979,1941164.749,767121.432,1582779.296,1,4,16,20,21
28862,0.210754951,484871.521,2300641.185,1096162.550,1689350.157,1,3,4,5,20
28863,0.210761996,484277.033,2297743.623,1093862.735,1688157.922,1,3,4,6,20
28864,0.210822427,484069.987,2296102.906,799882.720,1980290.173,0,1,11,12,18
28865,0.210829896,483955.628,2295479.135,799305.578,1980129.185,0,1,11,15,18
28866,0.210847056,483966.404,2295343.422,799378.230,1979931.595,0,1,11,17,18
28867,0.210849894,483871.126,2294860.653,798817.829,1979913.950,0,1,12,15,18
28868,0.210850277,484111.819,2295998.024,799905.270,1980204.572,0,1,11,14,18
28869,0.210866665,483881.153,2294725.689,798890.481,1979716.361,0,1,12,17,18
28870,0.210869885,484026.576,2295380.283,799417.521,1979989.338,0,1,12,14,18
28871,0.210873283,483765.150,2294103.562,798313.339,1979555.373,0,1,15,17,18
28872,0.210876615,483910.786,2294757.942,798840.379,1979828.350,0,1,14,15,18
28873,0.210878859,484268.023,2296427.553,800301.756,1980393.820,0,1,9,11,18
28874,0.210890309,499578.790,2368903.496,1160876.973,1707605.313,1,2,3,4,19
28875,0.210893859,483921.706,2294622.086,798913.032,1979630.760,0,1,14,17,18
28876,0.210898741,484183.292,2295809.300,799814.007,1980178.585,0,1,9,12,18
28877,0.210902785,483976.664,2294785.550,799193.532,1979568.683,0,1,11,16,18
28878,0.210905783,484068.081,2295186.381,799236.864,1980017.597,0,1,9,15,18
28879,0.210921734,483890.127,2294169.105,798705.783,1979353.448,0,1,12,16,18
28880,0.210922890,484078.744,2295050.781,799309.517,1979820.008,0,1,9,17,18
28881,0.210926205,484224.377,2295705.165,799836.557,1980092.985,0,1,9,14,18
28882,0.210928841,483775.016,2293546.084,798128.641,1979192.460,0,1,15,16,18
28883,0.210931498,484404.897,2296503.377,800861.233,1980047.041,0,1,10,11,18
28884,0.210946010,484594.177,2297242.681,801595.151,1980241.708,0,1,11,13,18
28885,0.210947115,483787.863,2293408.300,798201.293,1978994.871,0,1,16,17,18
28886,0.210949718,483932.158,2294064.023,798728.333,1979267.848,0,1,14,16,18
28887,0.210951176,484319.754,2295885.536,800373.483,1979831.807,0,1,10,12,18
28888,0.210959632,484207.197,2295259.963,799796.341,1979670.818,0,1,10,15,18
28889,0.210965141,484508.001,2296625.874,801107.401,1980026.474,0,1,12,13,18
28890,0.210972932,484394.181,2296001.564,800530.259,1979865.485,0,1,13,15,18
28891,0.210975703,484215.892,2295126.331,799868.994,1979473.229,0,1,10,17,18
28892,0.210978285,484088.322,2294493.592,799124.818,1979457.095,0,1,9,16,18
28893,0.210978557,484360.681,2295781.558,800396.034,1979746.206,0,1,10,14,18
28894,0.210989498,484403.822,2295866.986,800602.912,1979667.896,0,1,13,17,18
28895,0.210992128,484548.197,2296522.628,801129.952,1979940.873,0,1,13,14,18
28896,0.211007060,484516.775,2296211.198,800792.519,1979935.453,0,1,9,10,18
28897,0.211021270,484705.524,2296951.034,801526.437,1980130.120,0,1,9,13,18
28898,0.211031709,484226.607,2294568.005,799684.295,1979110.316,0,1,10,16,18
28899,0.211044781,484413.196,2295310.001,800418.213,1979304.983,0,1,13,16,18
28900,0.211050642,483135.346,2289191.554,1087598.495,1684728.405,1,3,4,8,20
28901,0.211055916,483416.051,2290464.352,1088569.596,1685310.808,1,3,4,7,20
28902,0.211072515,484839.788,2297029.468,802085.914,1979783.342,0,1,10,13,18
28903,0.211099171,524253.869,2483448.259,965885.761,2041816.368,0,1,2,11,18
28904,0.211126218,524186.785,2482812.360,965398.012,2041601.133,0,1,2,12,18
28905,0.211137388,524081.004,2482180.011,964820.869,2041440.145,0,1,2,15,18
28906,0.211149408,524083.856,2482052.221,964893.522,2041242.556,0,1,2,17,18
28907,0.211151274,524227.155,2482708.940,965420.562,2041515.533,0,1,2,14,18
28908,0.211165944,524359.350,2483162.478,965817.047,2041704.780,0,1,2,9,18
28909,0.211200199,519295.264,2458782.079,899742.459,2078334.884,0,1,4,19,21
28910,0.211200688,524093.453,2481495.013,964708.823,2040879.643,0,1,2,16,18
28911,0.211203479,524473.390,2483261.135,966376.524,2041358.001,0,1,2,10,18
28912,0.211208570,524645.753,2484017.357,967110.442,2041552.668,0,1,2,13,18
28913,0.211227190,568556.710,2691683.356,1100471.865,2159768.201,0,1,3,6,21
28914,0.211258930,569236.301,2694495.814,1102771.680,2160960.436,0,1,3,5,21
28915,0.211339109,408786.367,1934267.487,771772.753,1571281.102,1,4,11,19,21
28916,0.211360538,567161.629,2683384.680,1094207.625,2156338.684,0,1,3,8,21
28917,0.211369979,408712.997,1933637.875,771285.004,1571065.867,1,4,12,19,21
28918,0.211375791,567466.492,2684633.321,1095178.726,2156921.087,0,1,3,7,21
28919,0.211383869,408606.367,1933006.374,770707.862,1570904.879,1,4,15,19,21
28920,0.211396050,408845.823,1934027.731,771704.040,1571169.514,1,4,9,19,21
28921,0.211396755,408605.125,1932882.679,770780.514,1570707.290,1,4,17,19,21
28922,0.211400530,408750.759,1933537.062,771307.555,1570980.267,1,4,14,19,21
28923,0.211451938,409134.250,1934880.587,772997.435,1571017.402,1,4,13,19,21
28924,0.211454765,408976.685,1934109.567,772263.517,1570822.735,1,4,10,19,21
28925,0.211465144,408618.652,1932321.541,770595.816,1570344.377,1,4,16,19,21
28926,0.211481831,484687.695,2291864.477,1099636.934,1676915.238,1,3,4,5,19
28927,0.211490620,484094.714,2288965.408,1097337.119,1675723.003,1,3,4,6,19
28928,0.211764540,586426.029,2769236.201,1164011.719,2191650.511,0,1,2,3,21
28929,0.211783839,482954.399,2280411.966,1091072.879,1672293.486,1,3,4,8,19
28930,0.211788897,483235.430,2281684.439,1092043.980,1672875.889,1,3,4,7,19
28931,0.212128075,479142.922,2258743.554,1130982.494,1606903.982,1,2,3,5,20
28932,0.212148264,478569.370,2255825.056,1128682.679,1605711.747,1,2,3,6,20
28933,0.212480459,477488.643,2247212.026,1122418.439,1602282.230,1,2,3,8,20
28934,0.212482230,477764.170,2248490.004,1123389.540,1602864.633,1,2,3,7,20
28935,0.212792346,514779.542,2419163.804,1266632.295,1667311.051,1,2,3,4,5
28936,0.212812645,478845.558,2250080.383,1134456.878,1594469.063,1,2,3,5,19
28937,0.212816506,514214.973,2416236.324,1264332.480,1666118.817,1,2,3,4,6
28938,0.212834188,478272.723,2247161.168,1132157.063,1593276.828,1,2,3,6,19
28939,0.212841990,404397.742,1899990.418,803118.313,1501269.846,1,2,11,20,21
28940,0.212881972,404336.987,1899348.189,802630.564,1501054.612,1,2,12,20,21
28941,0.212900787,404236.887,1898710.158,802053.422,1500893.623,1,2,15,20,21
28942,0.212900989,404458.514,1899749.345,803049.600,1501158.258,1,2,9,20,21
28943,0.212906842,404364.866,1899257.260,802653.115,1500969.011,1,2,14,20,21
28944,0.212909438,404228.498,1898593.611,802126.074,1500696.034,1,2,17,20,21
28945,0.212935785,404713.369,1900635.772,804342.995,1501006.147,1,2,13,20,21
28946,0.212950742,404573.781,1899846.775,803609.077,1500811.480,1,2,10,20,21
28947,0.212955402,499311.783,2344677.701,867548.165,1976441.319,0,1,6,20,21
28948,0.212983705,463981.369,2178482.942,1067442.640,1575021.672,1,3,5,6,20
28949,0.212984551,404249.914,1898024.584,801941.376,1500333.121,1,2,16,20,21
28950,0.213013861,500038.008,2347443.525,869847.980,1977633.553,0,1,5,20,21
28951,0.213019616,497733.573,2336562.154,861283.925,1973011.801,0,1,8,20,21
28952,0.213044886,498055.086,2337794.144,862255.027,1973594.204,0,1,7,20,21
28953,0.213086001,549599.242,2579236.736,998496.427,2130339.551,0,1,3,11,21
28954,0.213108334,549523.231,2578609.763,998008.678,2130124.317,0,1,3,12,21
28955,0.213117079,549412.147,2577982.717,997431.536,2129963.328,0,1,3,15,21
28956,0.213127771,549412.919,2577857.008,997504.188,2129765.739,0,1,3,17,21
28957,0.213131630,549561.671,2578508.273,998031.228,2130038.716,0,1,3,14,21
28958,0.213133000,513142.267,2407615.273,1258068.241,1662689.300,1,2,3,4,8
28959,0.213133422,513416.036,2408895.008,1259039.342,1663271.702,1,2,3,4,7
28960,0.213143674,549690.180,2578965.497,998427.714,2130227.964,0,1,3,9,21
28961,0.213148329,476597.157,2235988.238,765572.727,1947012.668,0,1,11,20,21
28962,0.213158677,476363.018,2234781.263,764507.836,1946636.446,0,1,15,20,21
28963,0.213163374,476501.366,2235381.047,765084.978,1946797.434,0,1,12,20,21
28964,0.213170952,477193.184,2238546.951,1125892.824,1589847.311,1,2,3,8,19
28965,0.213171936,477467.974,2239825.664,1126863.925,1590429.714,1,2,3,7,19
28966,0.213179329,476379.107,2234640.238,764580.488,1946438.856,0,1,17,20,21
28967,0.213182054,549432.036,2577290.281,997319.490,2129402.827,0,1,3,16,21
28968,0.213185574,549816.627,2579051.748,998987.190,2129881.185,0,1,3,10,21
28969,0.213192404,476543.775,2235275.586,765107.529,1946711.833,0,1,14,20,21
28970,0.213196676,550003.410,2579793.550,999721.108,2130075.852,0,1,3,13,21
28971,0.213225134,476707.021,2235698.073,765504.014,1946901.081,0,1,9,20,21
28972,0.213235471,476386.267,2234085.467,764395.790,1946075.944,0,1,16,20,21
28973,0.213289143,476862.360,2235755.433,766063.491,1946554.302,0,1,10,20,21
28974,0.213308689,477061.629,2236484.748,766797.409,1946748.969,0,1,13,20,21
28975,0.213318270,462877.774,2169892.781,1061178.400,1571592.155,1,3,5,8,20
28976,0.213320640,463155.143,2171168.916,1062149.501,1572174.558,1,3,5,7,20
28977,0.213334987,462293.680,2166984.826,1058878.585,1570399.920,1,3,6,8,20
28978,0.213337366,462571.076,2168260.933,1059849.686,1570982.323,1,3,6,7,20
28979,0.213375417,388452.769,1820513.226,739578.460,1469387.536,1,6,11,20,21
28980,0.213377231,389069.581,1823388.464,741878.275,1470579.770,1,5,11,20,21
28981,0.213412000,388384.015,1819878.996,739090.710,1469172.302,1,6,12,20,21
28982,0.213413782,389000.867,1822754.195,741390.525,1470364.536,1,5,12,20,21
28983,0.213431530,388283.477,1819241.404,738513.568,1469011.313,1,6,15,20,21
